"instance","prevalence","meanMOIvar","meanPTS","meanPTSGroupBC","inverseSimpsonIndex","inverseSimpsonIndexBC"
7019,0.3485,4.44419601649235,0.0123258383601106,0.00956788166299204,12884.8998484987,12901.595104242
7020,0.1605,2.6344451749527,0.0173528538684379,0.0152949372557369,5045.52123222986,4515.26125774361
7021,0.219,4.08739296738089,0.0190888182606522,0.0135217353934763,7412.82480208973,7999.04299542657
7022,0.361,4.53000806672487,0.0102042773999713,0.00642574795292145,15533.3421499508,18393.4649832604
7023,0.1635,1.49594372565926,0.019328872527326,0.0104300394885845,2561.40186502447,3394.86540361481
7024,0.4245,3.53054310695403,0.0101816419857813,0.00868451629562955,12307.6812997646,11323.3510530979
7025,0.1585,2.83581261359466,0.0137179592727053,0.0105157588783923,6542.78202174451,6527.93357236515
7026,0.1315,3.68002271967006,0.108026995616876,0.0820809660399685,1201.73012906422,1351.1957683099
7027,0.162,3.26840797014244,0.0461229355253687,0.0387854936456681,2555.5652754801,2428.95122006673
7028,0.2825,2.82632825246976,0.0110996716055874,0.00922389299605464,8530.30136324603,7968.40577092437
7029,0.202,3.4818341733958,0.0161481445763943,0.0135558157856969,7272.96202531645,6734.94381591142
7030,0.2735,2.04352520112265,0.00693049950800022,0.00410934472702599,8926.90819597552,10359.7624615903
7031,0.3885,2.90143353222595,0.0304902546162694,0.00893889724483088,3358.53841003025,8856.32719950541
7032,0.0915,1.58136688581718,0.0410509457488542,0.0236115587625926,1256.84302175681,1613.82229219892
7033,0.226,2.80853019648402,0.0102174697249007,0.00946919326879103,8873.62461488257,7521.51585760518
7034,0.1345,4.15521629960374,0.0165948079043314,0.00828608701631491,8005.65922858314,10954.2304949144
7035,0.363,4.13398213708816,0.0149208551778291,0.011482854520959,9918.07521008649,10035.7865751782
7036,0.3715,2.89345260949267,0.0101203400721063,0.00854518410986282,9966.00446666791,9184.39961750779
7037,0.1795,4.48479258663415,0.0137099407536573,0.00611194220272279,10672.2220191618,15863.9552253101
7038,0.3445,3.65291820817956,0.0102023049357594,0.006995978236344,12284.1835522617,13552.6455981153
7039,0.21,4.25139389736885,0.0153518264907183,0.0134637823949726,9343.97867736309,8364.59550984918
7040,0.1165,2.33062679082731,0.0217667748332731,0.012678683992745,3483.73876885672,4279.32812583028
7041,0.2705,3.89851349282717,0.006174985732864,0.00487489714302244,18922.4724890365,17942.9132188544
7042,0.1265,2.75152928137972,0.0688198493674375,0.058066512207499,1438.0397577461,1361.02043726236
7043,0.2835,3.34601399913161,0.00662226806394681,0.00358485226940017,15757.8146233985,19656.8495561908
7044,0.245,4.34597304864393,0.00827195999456622,0.00709928630726075,16677.5649442152,14974.0897523853
7045,0.329,2.45118695792065,0.0120376315561323,0.0100366720911676,6942.20232138745,6535.03104255679
7046,0.398,3.35780476812753,0.00918113542365307,0.00687906666884887,12431.3055973859,12747.9571799644
7047,0.3115,4.71822579817601,0.00746575736694675,0.00603761713226593,20466.1923442569,19276.8646081468
7048,0.1135,3.14528965335067,0.0800533679987252,0.042972972976313,1298.03570466333,2097.80957476767
7049,0.289,2.44034192632407,0.0196460946864276,0.0152077060895167,4424.08999574873,4481.14005598745
7050,0.123,4.66011037170853,0.0400266871755289,0.0199087957932688,3969.64205142935,6075.45436832493
7051,0.2695,2.14840304452521,0.01323509986035,0.00655585334838977,5555.9658532059,7899.30726317904
7052,0.3625,4.32721643270617,0.0100904378056156,0.0073117438283604,14823.3257969469,15611.1293849443
7053,0.211,6.82566395673052,0.0289956572186604,0.0192090021606753,8422.94407227387,9896.45590435594
7054,0.2245,5.25631639287937,0.0182825475400072,0.0157176199277785,9990.4246122816,9153.73820111299
